,Blautia obeum,Dorea sp CAG 317,Dorea longicatena,Blautia wexlerae,Blautia sp CAG 257,Roseburia faecis,Dorea formicigenerans,Roseburia hominis,Ruminococcus gnavus,Gemmiger formicilis,Ruminococcus torques,Alistipes shahii,Eubacterium hallii,Coprococcus comes,Coprococcus catus,Roseburia sp CAG 309,Eubacterium ramulus,Roseburia sp CAG 471,Eubacterium eligens,Dialister invisus,Roseburia intestinalis,Bacteroides dorei,Alistipes putredinis,Alistipes finegoldii,Ruminococcus bromii,Eubacterium sp CAG 38,Clostridium sp CAG 58,Anaerostipes hadrus,Roseburia inulinivorans,Eubacterium ventriosum,Clostridium sp CAG 167,Bacteroides ovatus,Bacteroides caccae,Alistipes indistinctus,Eisenbergiella tayi,Ruminococcus lactaris,Lactobacillus rogosae,Bacteroides fragilis,Bacteroides vulgatus,Bacteroides eggerthii,Bacteroides uniformis,Bacteroides stercoris,Oscillibacter sp 57 20,Lachnospira pectinoschiza,Ruminococcus bicirculans,Flavonifractor plautii,Bacteroides salyersiae,Clostridium bolteae,Bacteroides finegoldii,Streptococcus salivarius,Eggerthella lenta,Coprobacter fastidiosus,Bacteroides intestinalis,Butyricimonas virosa,Oscillibacter sp CAG 241,Bacteroides massiliensis,Bacteroides xylanisolvens,Streptococcus thermophilus,Odoribacter splanchnicus,Streptococcus parasanguinis,Parabacteroides merdae,Turicimonas muris,Eisenbergiella massiliensis,Bacteroides cellulosilyticus,Bacteroides thetaiotaomicron,Paraprevotella xylaniphila,Barnesiella intestinihominis,Agathobaculum butyriciproducens,Butyricimonas synergistica,Parabacteroides distasonis,Faecalibacterium prausnitzii,Parabacteroides goldsteinii,Gordonibacter pamelaeae,[Collinsella] massiliensis,Collinsella stercoris,Clostridium leptum,Enterorhabdus caecimuris,Escherichia coli,Holdemania filiformis,Monoglobus pectinilyticus,Ruthenibacterium lactatiformans,Asaccharobacter celatus,Eubacterium siraeum,Fusicatenibacter saccharivorans,Eubacterium rectale,Collinsella aerofaciens,Collinsella intestinalis,Adlercreutzia equolifaciens,Akkermansia muciniphila,Anaeromassilibacillus sp An250,Bifidobacterium longum,Bilophila wadsworthia,Lawsonibacter asaccharolyticus,Intestinimonas butyriciproducens,Bifidobacterium adolescentis,Clostridium spiroforme,Parasutterella excrementihominis,Phascolarctobacterium faecium,Firmicutes bacterium CAG 94,Firmicutes bacterium CAG 95,Firmicutes bacterium CAG 83,Firmicutes bacterium CAG 110,Firmicutes bacterium CAG 145,Proteobacteria bacterium CAG 139,SampNum,WeekNum,Participant_ID
508503_s2,0.0032389,0,0.010044,0.0001631,0,0.0226699,0.0017281,0.0017104,0,0.0020774,0.0082554,8.2e-06,0.0011004,0.0052816,0,0,0.0023252,0.0002089,0.0093538,0.0072273,0.000704,0,0.0485451,0.0040048,0,0,0,0.0063581,0,0,0,0,0.0025513,0.0041458,0,0.0057388,0,0.0013268,0.0494033,0.0127595,0.0545616,0,0.0027212,0,0,0,0,0,0,0.0016659,0,0.00068,0.0001473,0.0007925,0.0002633,0,0.0012561,0.0033287,0.0053284,0.000673,0.0026395,8.92e-05,0,0,0.0078033,0.0032606,0.0055944,0.0013118,0.0003641,0.0030853,0.0217743,0,0,1.92e-05,0.0002323,0.0002069,0,0,0,0,0.0009512,0.0010973,0.1790757,0.0030136,0.0466449,0.0172992,0.0001358,0.0021885,0.0007916,0,0.0079904,0,0,0,0,0,0,0,0,0.0001083,0.0016406,0.0031406,0,0,2,1,508503
510063_s1,0.0023066,0,0.0046193,0.0006035,0.0002405,0,0,0.0013072,0,0,0.0077128,0.0188807,0.0112181,0.0142676,0,0.0001884,0,0,0.0708182,0,0,0.0064579,0.0699571,0.0034763,0.1469516,0,0,0.000382,0,0,0,0.0021722,0.0007007,0,0,0,0,0.001222,0.0101744,0,0.0198965,0.0041205,0,0,0,0,0,0,0,0,0.0002262,0,0,0,0.0078831,0.000209,7.38e-05,0,0.008763,0,0.0021517,0,0.000154,0.0039215,0.0026057,0,0.0010175,0,0,0.0033226,0.0478714,0,0.000579,0.0001045,0.0003923,0.0010534,0.0001199,0,0,0.0298729,0.0004037,0.0030751,0.0713941,0.0039498,0.0050015,0.0326424,0.0001077,0.0071438,0.2906739,0,0.0054759,0,0.0007442,0,0,0,0.0017091,0,5.2e-05,0,0.0019165,0.0145923,0,0,1,1,510063
510063_s2,0.0039227,0,0.0071057,0.0015375,0.0003222,0,0,0.0026694,0,0,0.0119096,0.0174117,0.0111709,0.0192835,0,0.0011471,0,2.97e-05,0.0654938,0,0.0010085,0.0046915,0.0804855,0.0030469,0.2360026,0,3.44e-05,0.0019605,0.0001952,0,0,0.000894,0.0010823,0,0,0,0,0.0003998,0.0135022,0,0.0118101,0.0025737,0,0,0,0,0,0,0,0,0,0,0,0,0.0062113,0.0003181,9.84e-05,0,0.0073904,0,0.0027471,4.98e-05,0.0003798,0.0023014,0.0015715,0,0.0009359,0.0001116,0,0.0025982,0.036786,0,0.000441,0.0001199,0.0002872,0.0009335,8.93e-05,0,0,0.0287721,0.0003503,0.0019278,0.0601175,0.0145944,0.0261445,0.0371584,8.52e-05,0.0042529,0.2067098,0,0.0042233,0,0.0012679,0,0,0,0.0033136,0,0.0001688,0.0001277,0.0024639,0.0101406,0,0.0001366,2,1,510063
510063_s3,0.0200307,0,0.0072938,0.0004349,0.0003816,0,0,0.0001212,0,0,0.0192791,0.0119619,0.0067949,0.0224106,0,2.98e-05,0,0,0.0423079,0,0.0010094,0.0020866,0.1472113,0.0029862,0.297159,0,0,0.0059,0,0,0,0.0010653,0.0077533,0,0,0,0,0.0005276,0.013259,0,0.0113299,0.0023289,0,0,0,0,0,0,0,0.0003231,0.0005574,0,0,0,0.004902,7.26e-05,0,0,0.0076844,0,0.0023385,0,0,0.0014648,0.0003858,0,0.0050679,7.8e-06,0,0.0077617,0.0174177,0,0.0007038,5.77e-05,0.0001994,0.0011556,0.0001566,0,0,0.0353894,0.00221,0.002149,0.0053028,0.0047552,0,0.0241987,2.17e-05,0.0047769,0.1267774,0,0.0204416,0,0.0021536,0.0001815,0,0.001377,0.0024901,0,0.0035033,0,0.0003326,0.0031727,0,8.9e-06,3,2,510063
510063_s4,0.0129561,0,0.00575,0.0009377,0.0001993,0,0,0.0010657,0,0,0.0172764,0.0125511,0.0086314,0.0245843,0,0.0003244,0,0,0.0126719,0,0,0.0004606,0.0628794,0.0034816,0.1848312,0,0,0.0044938,0,0,0,0.0010733,0.0377897,0,0,0,0,0,0.0144988,0,0.0031221,0.0016559,0,0,0,0,0,0,0,0.0017645,0.0002116,0,0,0,0.00233,0.0005839,1.9e-05,0,0.0041157,0,0.0017478,0,0,0.0012902,0.0001131,0,0.0055091,0.0005961,0,0.0048023,0.011652,0,0.0003458,0,0.0001309,0.0015166,3.22e-05,0,0,0.0067344,0.0096613,0.0010842,0.0058274,0.0066279,0,0.0178722,1.86e-05,0.0028028,0.4139536,0,0.0175424,0,0.0017651,0.0002596,0,0.0003153,0.0010434,0,0.0014945,0.0002215,0.0002494,0.0008403,0,0,4,2,510063
600970_s1,0,0.0018297,0,0.0042132,0.0726992,0,0.0048683,0,0.0173119,0,0,0.0010483,0,0.0023467,0,0,0,0,0,0,0,0,0,0.0209202,0,0,0.0049825,0.0090467,0,0,0,0,0,0,3.07e-05,0,0,0.0164197,0.2728169,0.0932025,0.1735577,0,0,0,0,0.0147844,0,0.0002372,0,0.0001621,0,0,0,0,0,0,0.0239717,0.0004391,0,0.0002343,0,6.53e-05,0.0010114,0,0.0080119,0,0.0151692,0.001066,0,0,0.0010589,0,0,0.0001742,0.0016614,0,0,0.0009279,0,0.0010727,0.001056,0.0001148,0,0,0.0258186,0.0268598,0.0008688,0.0001523,0.0122074,0,0,0,0.0110056,0,0,0.0004497,0.0007912,0,0.0026729,0,0,0,0,3.42e-05,1,1,600970
600970_s2,0,0.0019368,0,0.006902,0.1216922,0,0.0075825,0,0.0525779,0,0,0.0004974,0,0.0030513,0,0,0,0,0,0,0,0,0,0.0125336,0,0,0.0039038,0.0338795,0,0,0,0,0,0,0.0002177,0,0,0.0048634,0.247718,0.0550165,0.0920149,0,0,0,0,0.0102844,0,8.36e-05,0,1.67e-05,0,0,0,0,0,0,0.0154694,0,0,0.0001027,0,0,0.0005262,0,0.0038997,0,0.0100096,0.0017629,0,0,0.001509,0,0,0.0001368,0.0027625,0,0,0.0046226,0,0.0022144,0.0011771,2.51e-05,0,0,0.0491399,0.0478168,0.0012252,6.22e-05,0.0212851,0,0,0,0.005724,0,0,0.0003982,0.0007156,0,0.0022936,0,0,0,0,0,2,1,600970
600970_s3,0,0.0026749,0,0,0.0845616,0,0.0104457,0,0.1069237,0,0,0.0004613,0,0.0034122,0,0,0,0,0,0,0,0,0,0.0294841,0.0231984,8.6e-06,0.0063641,0,0,0,0,0,0,0,2.46e-05,0,0,0,0.1765567,0.0530653,0.1309154,0,0,0.0155414,0,0.0090113,0,0.0008719,0,0,0.0006624,0,0,0,0,0,0.0652573,0,0,8.35e-05,0,0,0.0045674,0,0.0092495,0,0.0282246,0,0,0,0,0,0.0004185,0.0001123,0.0030918,0.0005551,0,0,0,0.00242,0.0059692,0,0.0031433,0,0.0206349,0.013898,0.0012439,0,0.0103399,0,0,0,0.0182747,3.16e-05,0,0.0064477,0.0004244,0,0.0067754,0,0,0,0,0,3,2,600970
600970_s4,0,0.0024805,0,0,0.0876803,0,0.008559,0,0.0465629,0,0,0.000451,0,0.005032,0,0,0,0,0,0,0,0,0,0.0311459,0.0452873,0.0003729,0.0076938,0,0,0,0,0,0,0,0,0,0,0,0.2024939,0.0630869,0.1345966,0,0,0.0155911,0,0.0080414,0,0.0005226,0,0,0.0007658,0,0,0,0,0,0.036926,0,0,0,0,0,0.0022653,0,0.0034293,0,0.0177773,0,0,0,0,0,0.000404,0.0001559,0.0038065,2.99e-05,0,0,0.0001417,0.0060304,0.0025703,0,0.0037266,0,0.1070051,0.0196445,0.0015958,0,0.025606,0,0,0,0.0101377,0.0003463,0,0.0020872,0.0013914,0,0.001448,0,0,0,0,3.53e-05,4,2,600970
601018_s3,0.0105124,1.38e-05,0.019902,0.0086009,0,0.0085735,0.005884,0.0195097,0,0.0012505,0.0030466,0.0012231,0.0129838,0.0146574,0.0018717,0.0002678,0.0007156,0,0.0457705,0,0.0062066,0.0571356,0.0237216,0.0011817,0.0274481,0.0009846,0.0021335,0.0032912,0.0004093,0.0024087,0,0.0032848,0.0158102,0.0058088,0,0.0146395,8.81e-05,0.0005533,0,0,0.0473695,0,0.0080417,0.0170205,0.1014678,0,0,0,0,0.0002251,0,0,0,0.0002984,0.0022533,0,0.0039951,0.0040121,0.004035,6.66e-05,0.0050853,0,0,0.0007673,0.0033682,0,0,0.0008878,0.0004728,0.0064986,0.0492451,0,0,0,0.0001997,0.0066492,0,0,0,0,0.001243,0.0010428,0.0050731,0.0190175,0.0162039,0.0179169,2.01e-05,0.0014327,0.0240907,0.0001812,0,0,0.0010362,0,0,0.0003741,0,0,8.45e-05,0,0.0009853,0.039391,0,0,3,2,601018
601018_s4,0.0036624,2.4e-05,0.0072535,0.0020468,0,0.0023617,0.0089561,0.017442,0,0.0007593,0.00334,0.0020206,0.0068388,0.0047756,0.0008571,0.0005666,0.001255,0,0.0429884,0,0.0192014,0.0476027,0.0218638,0.0008811,0.0166788,0.0007503,0.0038377,0.0022352,0.0020445,0.0011036,0,0.0039325,0.0093304,0.0041556,0,0.0119027,0.0005068,0,0,0,0.0319866,0,0.0125589,0.0158526,0.0462031,0,0,0,0,0,0,0,0,0.0003098,0.0027296,0,0.0032921,0.0011479,0.0028651,0,0.0042984,0,0,0.0003291,0.0036188,0,0,0.0029658,0.0002928,0.0037911,0.042727,0,9.2e-05,7.85e-05,0.0001284,0.0019678,7.44e-05,0,0,0,0.0007216,0.0018324,0.0082103,0.0113297,0.0069603,0.0172868,0,0.0031175,0.021126,0,0,1.03e-05,0.0005287,0,0,0,0,0,0,2.09e-05,0.000646,0.0152457,0,0,4,2,601018
601485_s1,0.0070027,0,0.0150278,0.0005507,0,0.0822087,0.0036119,0.000641,6.6e-06,0.0014418,0.0020265,0.0046092,0.010998,0.0068772,7.53e-05,0,0.0017567,0.0005087,0.0044444,0,0.0137236,0.11235,0.0652224,0.0006096,0,0,0.0043871,0.0140008,0.0214589,0,0,0,0.0201241,0.0003468,0,0.0089262,0.0001638,0,0.1680832,0,0.0419467,0.045293,0.0200999,0.0076689,0.0446954,0.0006963,0.0125578,7.59e-05,0,0.0007428,0.0002187,0.0028658,0,0.0044532,0,0,0.0017733,0.0051403,0.0060134,0.0001596,0,0.0011429,0.0001428,0.0028713,0.0153115,0.0015296,0.0126444,0.0062232,0,0.0210548,0.073024,0.0002715,0.0006499,0,0.0001936,0.0001212,0.0001787,0.0018626,0.0003494,0,0.0005788,0.0041878,0,0.0154909,0.0012004,0,0.0055608,0.0053811,0,7.61e-05,0,0.0002028,0,0,0,0,0.0201667,0.0028296,0,0,0.003044,0,0,0.0011173,1,1,601485
601485_s2,0.0020298,0,0.0031723,0.0030479,0,0,0.0017499,0.0024031,0,0.0011244,0.0030748,0.0004851,0.0023581,0.0034972,0.00113,5.01e-05,0,0,0.0904284,0,0.0258762,0.2225075,0.0486683,0,0,0,0.0009579,0.0049213,0.0381275,0.0017976,0,0.0479325,0,0.0020475,4.37e-05,0.0018477,0,0,0,0,0,0,0.0115074,0,0.0903806,0.0004756,0,0,0,0.0003559,6.67e-05,0,0,0,0.0367464,0,0.0042399,0,0.0071458,5.79e-05,0,0.0002328,4.89e-05,0.0497576,0,0,0.0151222,0.004378,0,0,0.1207122,0,1.08e-05,0,0,0,0,0,8.39e-05,0.0055581,8.88e-05,0.0001145,0,0.016378,0.0981055,0.0026718,0,0.0001472,0.0026036,0,0,0,0,0,0,0,0.0125977,0.0045254,0,0.002836,0.0027386,0,0,0.0005875,2,1,601485
601485_s3,0.005411,0,0.0096341,0.000163,0,0.125009,0.0017161,0.0020942,0,0.0014642,0.0029171,0.0030648,0.0096761,0.0038669,0,0,0.000432,0.0022474,0.0149622,0,0.0026613,0.0678566,0.0473935,0.0008317,0,0.0035441,0.0015563,0.0135962,0,0,0,0,0.0052877,0.000345,0,0.013464,5.41e-05,0,0.0955688,0,0.0546264,0.0925144,0.0170639,0.0201305,0.078531,0.0002932,0.0028719,0,0,0.0057619,0.0005919,0.002206,0,0.0013081,0,0,0.0026585,0.001255,0.0027351,2.02e-05,0,0.0006163,5.46e-05,0.0027246,0.0101484,0.0016975,0.0065218,0.0034173,0,0.0206045,0.1175917,2.23e-05,0.0010898,0,0.0001519,0,9.98e-05,0.0035655,0.0001776,0,0.0008616,0.0034251,0,0.0400405,0.0008163,0,0.0061072,0.0048409,0,0,0,0.0001609,0,0,0,0,0.0073395,0.0066518,0,0,0.0045078,0,0,0.0002702,3,2,601485
601485_s4,0.0062862,0,0.0160758,0.0002839,0,0.0916901,0.0038304,0.0011691,0,0.0038692,0.0022218,0.0105982,0.0145295,0.0079844,0.0001159,0,0.0011355,0.0016458,0.00508,0,0.0003376,0.0279824,0.0993097,0.0037353,0,0.0001013,0.000987,0.0296695,0,0,0,0,0.0058226,0.0010452,0,0.0079425,0,0.0011487,0.0481291,0,0.0306697,0.0382923,0.0159242,0.0084306,0.1108248,0.0003706,0.0029787,0,0,0.0016782,0.0011215,0.0015408,0,0.0015226,0,0,0.0016239,0,0.0026897,0,0,0.0004709,0,0.0020752,0.0067048,0.0016291,0.0080307,0.0075575,0,0.0187079,0.1730958,0,0.0020021,0,0,0,0.0002715,0.0019459,0,0,0.0048598,0.0048744,0,0.0522845,0.0017904,0,0.0042135,0.0094702,0,0,0,0.0003687,0,0,0,0,0.0158057,0.0024982,0,0,0.0080456,0,0,0.0008982,4,2,601485
601873_s3,0.0010893,0,0.0105852,0.0014739,0,0.0072288,0.0024406,0.0003758,0,0.0011777,0.0044775,0.0008537,0.010416,0.0052216,0.0029156,0,0.0018943,0,0.0202141,0.0052748,0.008449,0,0.0256375,0.0138062,0.0649847,0.0107518,0,0.0018103,0.0019633,0.0015202,0,0.0054307,0.0399832,0.0006212,0,0.0008712,0,0,0.0526567,0.0155032,0.0575625,0,0.0128049,0,0.0486747,0.0007055,0.0076341,0,0,0,0,0,0.0029797,0.0009519,0,0,0,0,0.0051223,0,0.0055008,0,6.06e-05,0,0.0038883,0,0.0445356,0.0080473,6.15e-05,0.006705,0.0869819,0.0019833,0.0010536,0,0,0,3.81e-05,0.0017229,0,2.83e-05,7.65e-05,0.0023256,0,0.0379916,0.0005392,0,0,0.000853,0,0,0.0043614,0,0.0004984,0,0,0,0,0.0018484,0.0001906,0,0.0081659,0,0,0,3,2,601873
601873_s4,0.0006497,0,0.0090481,0.0009145,0,0.0040561,0.0021801,0,0,0.0007171,0.0024797,0.0003158,0.0054355,0.0055125,0.0013215,0,0.0018447,0,0.0657314,0.0022314,0.034783,0,0.0240489,0.0047932,0.0222508,0.0242432,0,0.0017372,0.0046954,0,0,0.0034648,0.0104194,0,0,0.0008952,0,0,0.0263136,0.0081493,0.0370354,0,0.0116734,0,0.0764104,0.000282,0.0058589,0,0,0,0,0,0.0008954,0.000149,0,0,0,0,0.0030312,0,0.0053484,0,0,0,0.00246,0,0.0193934,0.0090618,0,0.0042233,0.2528366,0,0.0006639,0,0,0.0011957,0,0.0006024,0,0,0,0.0020152,0.0001613,0.0206867,0.0004325,0,0,0.0007892,0,0,0.0042316,0,0.0008382,0,0,0,0,0.0007505,0.0001101,0,0.0039414,0,0,0,4,2,601873
602000_s1,0,0,0.0099541,0.0048727,0.0030151,0,0.0029041,0.0033779,0.000854,0.0020588,0.0031006,0.001477,0,0,2.79e-05,0,0.00133,0,0.0418499,0.0004104,0.0005044,0,0.060424,0,0,0,0.0021766,0.0254312,0,0,0,0,0,0,0.0004756,0,0,0,0.1573957,0.0978337,0.1500087,0.0524062,0,0,0.1393715,0.0017308,0,0.0012857,0.0108964,0.0019572,0.0040911,0,0,0,0,0.040222,0.0037687,0.0002855,0.0107772,0.0011601,0.0101013,0,0.0003325,0,0.0106201,0,0,0.0004658,0,0.0304757,0.025382,0,0.0012588,0,0,0.0040935,0,0,0,0.0002049,0.0021066,0,0,0.0111256,0.0177552,0,0,0,0.0002336,0.0003719,0.0027336,0,8.95e-05,0.0008736,0,0,0,0,8.29e-05,0,0,0,0,0,1,1,602000
602000_s2,0,0,0.0115727,0.0131649,0.0021913,0,0.0018389,0.0120973,0.0009359,0.0017825,0.003678,0.0005896,0,0,2.72e-05,0,0.0009439,0,0.0949153,0.0008124,0.0018559,0,0.0352528,0,0,0,0.0018594,0.0179684,0,0,0,0,0,0,0.0002746,0,0,0,0.142645,0.1031146,0.1760842,0.0142377,0,0,0.1435678,0.0022567,0,0.0010669,0.0103065,0.0018305,0.0025642,0,0,0,0,0.0267122,0.0013209,5.05e-05,0.0081119,0.0017727,0.007833,0,0.0004625,0,0.0106966,0,0,0.0009092,0,0.0414041,0.0357181,0,0.0004752,0,0,0.0016214,0,0,0,0.004513,2.02e-05,0,0,0.0071805,0.0240945,0,0,0,8.73e-05,0,0.0020095,0,3.52e-05,0.0001385,0,0,0,0,0,0,0,0,0,0,2,1,602000
602000_s3,0,0,0.0064384,0,0.0011253,0,0.0016882,0,0,0.0006399,0,0.000659,0,0,0,0,0.0004383,0,0,0,0.0093177,0,0.0439117,0,0,0,0,0,0,0,0,0,0,0,0,0.0041998,0,0,0.1200895,0.2800399,0.0915671,0.1579972,0,0,0,0.0084725,0,0.0006709,0.0537055,0.0017956,0,0,0,0,0,0.0304445,0.0046549,0,0.0070554,0.0005533,0.0035648,0,0.0003062,0,0.0304031,0,0,0.0012681,0,0.0162178,0.0098906,0,1.24e-05,0,0,0,0,4.09e-05,0,0,0,0,0,0,0.09458,0,0,0,0,0,0.0133902,0,9.7e-05,0,0,0,0,0,0,0,0,0,0,0,3,2,602000
602000_s4,0,0,0.0157791,0,0.0052233,0,0.0053275,0,8.52e-05,0.0021309,0.0020171,0.0010552,0,0,0,0,0.0018824,0,0,0,0.0082401,0,0.0555841,0,0,0,0,0,0,0,0,7.43e-05,0,0,0,0.0054935,0,0,0.0912509,0.1853137,0.0300374,0.2750045,0,0,0,0.0096156,0,0.0003727,0.0638414,0.0012101,0,0,0,0,0,0.0155228,0.0066254,0,0.007355,0.0009491,0.0054721,0,5.36e-05,0,0.0421471,0,0,0.0037396,0,0.0438192,0.025679,0,7.7e-05,0,0,0.0002307,0,0,0,0,6.61e-05,0,0,0,0.0667305,0,0,0,0,0,0.0105261,0,0.0001086,1.55e-05,0,0,0,0,0,0,0,0,0,0,4,2,602000
602385_s1,0.0391087,0,0,0.0001067,0,0.0864034,0.0026977,0.0034943,0.0002077,0,0,0.0027291,0.014977,0.0098792,0.003315,0,0,0,0.0555743,0,0,0,0.0718976,0.0201245,0,0,0.0008847,0.0131359,0.0019387,0.0011975,0,0.0125182,0,0,0,0,0,0.0007757,0.0591267,0,0.0629057,0.0036706,0.0104761,0.0260717,0.0083478,0.0011715,0.0153,0.0001176,0,0.0001801,0,0,0,0.0008975,0,0,0,0,0.0097401,0,0.0461692,0,0,0.017443,0.0060733,0.0061558,0.0255823,0.0013353,0.0015388,0.1644653,0.0715461,0,0.0002421,0,1.06e-05,0.0017251,0,0,0,0,0.0018246,0,0,0,0.0753584,0.0091777,1.88e-05,3e-05,0.0016072,0.0005108,0,0.0007766,0.0031271,0.001241,0,0.0001269,0,0.0155197,0.0009849,0.0010196,0.0030724,0.0009755,0,0,1,1,602385
602385_s2,0.0919534,0,0,0,0,0.0426617,0.0020695,0.0008422,0.0013459,0,0,0.0056212,0.029425,0.0211981,0.0139476,0,0,0,0.0285419,0,0,0,0.1029615,0.0315392,0,0,0.0008203,0.0234024,0.0002067,0.0015703,0,0.0054718,0,0,0.0029077,0,0,0.0066563,0.0322156,0,0.0424538,0.0014335,0.0079342,0.0218232,0.0230285,0.0008878,0.0077091,0.0013877,0,0.0003204,0,0,0,0.0017054,0,0,2.35e-05,0,0.0100236,0.0001224,0.0250784,0,0,0.004698,0.0060519,0.0005381,0.0432194,0.0005266,0.0032341,0.1163928,0.061528,0,0.0007706,0.0001245,0.0003481,0.002555,0,0.0020821,0,0,0.0075499,0.0001449,0,0,0.0295157,0.0200262,5.54e-05,0.0002767,0.0677967,0.0003115,0,0.000521,0.0024579,0.0011061,0,0.0002496,0,0.0131263,0.0014969,0.002002,0.0038172,0.0028349,0,0,2,1,602385
602385_s3,0.010737,0,0,0.0004217,0,0.0261813,0,0,0,0,0,0.0009373,0.0019043,0.008718,0.0004657,0,0,0,0.1910822,0,0.0028581,0,0.0249092,0.0070151,0,0,0,0.0043265,0.0001422,3e-05,0,0.0244551,0,0,0,0.0079195,0,0,0.0481838,0,0.0135283,0.0012847,0,0.0227437,0.113523,0,0.0070653,0,0,0.0004147,0,0,0,0,0,0,0,0,0.0057745,0,0.0181885,0,0,0.0039173,0.0012226,0.0030694,0.0138563,0.0009349,7.14e-05,0.1925966,0.1567116,0,0,0,0,2.22e-05,0,0,0,0,0,0,0,0,0.0663532,0.0008461,0,0,0.0006275,0,0,0,0.0009953,0,0,0,0,0.0043203,0,0,0,0,0,0,3,2,602385
602385_s4,0.0983279,0,0,0.0015637,0,0.1274855,0.0017921,0,0,0,0,0.0013415,0.0090735,0.0063916,0.002184,0,0,0,0.1651748,0,0.0061995,0,0.0131372,0.0032457,0,0,0.0012832,0.0143748,0.0104763,0.0004043,0,0.0046928,0,0,0,0,0,0.001935,0.0530023,0,0.0106659,0.007024,0.0455521,0.0067614,0.0176253,0.0063917,0,0,0,0.0002752,0,0,0,0.0007001,0,0,0,0,0.000966,7.81e-05,0.0175743,0,0,0.0024575,0.0003236,0.0004721,0.0275826,0.0029723,0.0008837,0.0775076,0.0930868,0,0.0008787,0,0.0001508,0.0029145,0,0,0,0,0.003776,0,0,0,0.0546561,0.0151332,0,0,0.0274743,0.0024838,0,8.19e-05,0.0027077,0.0042337,0,0,0,0.0109805,0.0004025,0,0.0091987,0.0003048,0,0,4,2,602385
603386_s1,0.0052512,0.0005465,0.0052037,0.0009222,2.13e-05,0.0003874,0.0026848,0.0002638,0.0024455,0.0003297,0,0.0138191,0.0111445,0.0008829,0.0004086,0.0001391,1.16e-05,1.58e-05,0.0070905,0,0,0.0047743,0.0827214,0.0004844,0.0363001,0,0.0037925,0.0072129,0,0.0025371,0,0.0028854,0.0142519,0.0010974,2.54e-05,0.0197932,0,0.004165,0.0620669,0,0.1029915,0,0.0407026,0,0,0.0002769,0,0,0,0,0,0,0.0008651,0.0046364,0.007081,0,0,0,0.0025828,0,0.0041529,1.87e-05,0,0.0150225,0.0007462,0,0,0.0010189,0,0.0131665,0.0274699,0.0026809,0.0002642,0.0001404,0.0003565,0.0002486,0,0.0003743,8.18e-05,0.0254453,0.0013046,0.0004064,0.2750552,0.0141948,0.0959651,0.0260857,2.65e-05,0.0002378,0,1.53e-05,0.009229,0.0003109,0.0007575,0,0.0007855,0.0007864,0.0002575,0.0035663,0.0009946,0,1.56e-05,0,0.000602,0,1,1,603386
603386_s2,0.0098806,0.0004725,0.0072194,0.0059327,0,0.0004293,0.0035727,1.12e-05,0.0050303,0.0001146,0,0.0105941,0.0162549,0.0007219,0.0009963,0.0003081,0,3.88e-05,0.0029028,0,0,0.003619,0.0762384,0.0004389,0.1358726,0,0.0022769,0.0085237,0,0.0078573,0,0.0043014,0.0074927,0.0004463,0.0008038,0.0340039,0,0.0026929,0.0466651,0,0.0739473,0,0.0181428,0,0,0.0002251,0,0,0,0,0,0,0.0002606,0.0032996,0.0079336,0,0,0.0002344,0.001937,0,0.0034308,0,0,0.0133803,0.0001494,0,0,0.0014152,0,0.0075985,0.0285318,0.0011658,0.0007289,0.0001651,0.0005454,0.0010941,0,0.0006284,0.0002527,0.0145252,0.0053231,0.0003537,0.1210484,0.0239302,0.1394076,0.0645515,7.84e-05,0.0003114,0,3.07e-05,0.0294601,0.0003119,0.0008635,0,0.0002441,0.0011954,0,0.0028342,0.0021911,0,0.0004249,0,0.0009591,0,2,1,603386
603386_s3,0.0035436,0.0009217,0.0050172,0.0091921,0.0002356,0,0.0060524,0.0009426,0.0052447,0.0031926,0,0.0134025,0.0136154,0.0010691,0.0010872,0,8.34e-05,1.56e-05,0.0139852,0,0.0049554,0.0172128,0.0876048,0.0006455,0.1019891,0,0.0038562,0.0048051,0,0.0013109,0,0.0085837,0.0138966,0.0005886,0.0001575,0.0346097,0,0.0080313,0.0294788,0,0.1363074,0,0.048561,0,0.0006706,0.000156,0,0,0,0.0001578,0,0,0.0003044,0.0039212,0.0064422,0,0,0,0.0020178,0,0.0101496,0,0,0.0413494,0.0012888,0,0,0.0024393,0,0.0154678,0.010895,0.0023255,0.0004253,2.6e-05,0.000236,0.0012956,3.7e-06,2.64e-05,0.0002076,0.0382755,0.0006493,0.0017794,0.1708914,0.0219719,0.0308365,0.0226112,5.23e-05,0.0012381,0,0,0,0.0002994,0.0004652,0,0,0.0017714,0.0004687,0.0046896,0.0002116,0,9e-05,0,0.0007245,0,3,2,603386
